,0,2,5,7,9,10,11,12,14,16,17,18,19,20,21,22,23,24,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49,51,52,53,54,55,56,58,59,60,61,62,63,64,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,87,88,92,94
191,[14 12],[14 10],[17  9],[20 13],[14 11],[17  8],[13 15],[16  8],[15 11],[16  8],[17  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 20],[16  8],,[14 10],[14 11],[16 10],[13  9],[17 14],[13 11],[13  9],[13 11],[14  9],,[14 10],[19 14],[15 10],[16 11],[14  8],[19 10],[14  9],[16 11],[14  9],[14  7],[18 12],[16  8],[16 21],[16  9],[14 10],[14  9],[14 10],[17 15],[16 10],[18 17],[14 10],[18 15],[13  9],[14 10],[14  8],[19 13],[17 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[14  9],[14  8],[15 10],[16 12],[16 11],[15 12],[16 10],,[14 11],[15  9]
192,[14 12],[14 10],[17  9],[20 13],[14 11],[17  8],[13 14],[16  8],[15 11],[16  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[14  9],[17 14],[13 11],[13  9],[13 10],[14  9],,[14 10],[17 13],[15 10],[16 11],[13  8],[19 10],[14  9],[16 11],[14  8],[14  8],[18 12],[17  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 15],[16 10],[18 18],[13 10],[18 15],[13  8],[14 10],[14  8],[13  8],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[14  8],[16 10],[16 12],[16 12],[16 12],[16 10],,[14 11],[15  9]
193,[14 11],[14 10],[17  9],[20 13],[14 11],[17  9],[13 14],[16  8],[15 10],[16  8],[16  8],[15 12],[15 10],[14  8],[15  8],[21 15],[13 21],[16  9],,[14 10],[14 10],[16 10],[13  9],[18 15],[13 10],[13  9],[13 10],[14  9],,[14 10],[14 12],[14 10],[16 11],[14  8],[14  7],[14  9],[16 11],[14  8],[14  7],[17 11],[16  8],[16 20],[16  9],[14 10],[14  9],[13  9],[17 14],[16 10],[18 17],[14 10],[18 15],[14  9],[14 10],[14  8],[13  7],[16 10],[16 10],[16  9],[14 10],[13  9],[16 11],[15 13],,[16 12],[13  9],[14  8],[15 10],[16 12],[16 11],[15 12],[16 10],,[14 10],[15  9]
194,[14 11],[14 10],[17  9],[20 13],[14 11],[17  8],[13 14],[17  9],[14 11],[15  8],[16  8],[15 12],[14 10],[15  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 10],[16 10],[13  9],[18 16],[13 11],[13  9],[13 10],[14  9],,[14 10],[17 13],[15 10],[16 11],[14  8],[15  8],[14  9],[15 11],[14  8],[14  7],[18 12],[17  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 15],[16  9],[19 17],[14 10],[18 16],[13  9],[14 10],[14  8],[19 13],[16 10],[17 11],[16  9],[14 10],[13 10],[16 11],[16 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[15 13],[15 10],,[14 11],[15  9]
195,[14 12],[14 10],[17  9],[21 14],[14 11],[17  9],[12 15],[16  8],[14 11],[16  8],[16  9],[15 12],[15 10],[14  8],[16  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[13  9],[18 16],[13 11],[13  9],[14 10],[16 10],,[14 10],[14 12],[15 11],[16 11],[14  8],[15  8],[14  9],[16 11],[13  8],[14  8],[19 14],[17  8],[16 20],[16  9],[14 10],[13  9],[14 10],[17 14],[17 10],[18 18],[14 10],[18 14],[13  9],[14 10],[14  8],[18 12],[16 10],[17 11],[16 10],[14 10],[13 10],[16 12],[16 13],,[16 12],[13  9],[14  9],[16 10],[16 12],,[16 12],[16 10],,[14 11],[16  9]
196,[14 12],[14 10],[17  9],[21 14],[14 11],[16  9],[13 13],[16  8],[14 11],[16  8],[16  9],[15 12],[14 10],[14  8],[16  8],[21 15],[13 20],[16  8],,[14 10],[14 10],[16 10],[13  9],[17 14],[13 11],[13  9],[13 11],[14  9],,[14 10],[13 12],[15 10],[16 11],[14  8],[14  7],[14  9],[16 11],[14  8],[14  7],[18 12],[17  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 15],[16 10],[18 18],[14 10],[17 13],[14  9],[14 10],[14  8],[19 12],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[16 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[16 12],[15 10],,[14 11],[15  9]
197,[14 12],[14 10],[17  9],[20 13],[14 11],[17  8],[13 14],[16  8],[14 11],[15  8],[17  9],[15 12],[15 10],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 10],[16 10],[14  9],[18 15],[14 11],[13  9],[13 11],[14  9],,[14 10],[13 12],[15 10],[16 11],[14  8],[18  9],[14  9],[16 12],[14  8],[14  7],[18 13],[17  8],[16 20],[16  9],[14 10],[13  9],[13  9],[17 16],[16 10],[18 17],[14 10],[17 13],[13  8],[14 10],[14  9],[15  8],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[14  9],[14  8],[16 10],[16 12],,[15 12],[16 10],,[14 11],[15  9]
198,[13 12],[14 10],[17  9],[21 14],[14 11],[17  8],[13 14],[16  8],[14 11],[15  8],[16  9],[15 12],[14 10],[14  9],[15  8],[21 15],[13 20],[16  9],,[14  9],[14 11],[16 10],[13  9],[17 14],[13 11],[13  9],[13 11],[14 10],,[14 10],[13 12],[15 10],[16 12],[14  8],[19 10],[14  9],[16 11],[14  8],[14  7],[18 13],[16  8],[16 21],[16  9],[14 10],[13  9],[13  9],[17 16],[16 10],[18 18],[14 10],[18 15],[14  9],[14 10],[14  9],[14  8],[16 10],[17 11],[16 10],[13 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[14  9],[15 10],[16 12],,[15 12],[16 10],,[14 11],[15  9]
199,[14 12],[14 10],[17  9],[20 13],[14 11],[17  9],[13 13],[17  9],[15 11],[15  8],[16  8],[15 12],[15 10],[14  8],[15  8],[21 15],[13 21],[16  8],,[14 10],[14 10],[16 10],[13  9],[17 13],[14 11],[13  9],[14  9],[14  9],,[14 10],[14 12],[14 10],[16 11],[14  8],[15  8],[14  9],[16 11],[14  8],[14  7],[18 12],[17  8],[16 21],[16  9],[14 10],[14  9],[13  9],[17 16],[17 10],[19 17],[14 10],[18 15],[14  9],[14 10],[14  8],[13  7],[16 10],[17 11],[16 10],[13 10],[13 10],[16 11],[16 13],,[16 12],[13  9],[15  9],[15 10],[16 12],,[15 13],[16 10],,[13 10],[15  9]
200,[14 12],[14 10],[17  9],[21 14],[14 11],[17  8],[12 15],[16  8],[14 11],[15  8],[16  9],[15 12],[15 10],[14  8],[15  8],[21 15],[13 21],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 15],[14 11],[13  9],[13 10],[14  9],,[14 10],[14 12],[15 10],[16 12],[13  8],[15  8],[14  9],[16 11],[14  8],[13  7],[19 14],[16  8],[16 21],[16  9],[14 10],[14  9],[14 10],[17 16],[17 10],[19 17],[14 10],[17 13],[13  9],[14 10],[15  8],[19 13],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[14  9],[15 10],[16 12],,[15 13],[16 10],,[13 10],[16  9]
201,[13 11],[14 10],[17  9],[21 14],[14 11],[17  8],[12 15],[16  8],[15 10],[16  8],[16  9],[15 12],[14 10],[15  8],[15  8],[21 15],[13 21],[16  9],,[15 10],[14 10],[16 10],[13  9],[17 15],[14 11],[13  9],[13 10],[14  9],,[14 10],[13 12],[15 10],[16 11],[14  8],[14  8],[15  9],[15 10],[14  8],[14  7],[19 12],[17  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 16],[16 10],[18 18],[14 10],[18 15],[14  9],[14 10],[15  8],[13  8],[16 10],[16 10],[16 10],[14 10],[13 10],[16 11],[16 13],,[16 12],[13  9],[15  8],[15 10],[16 12],,[15 12],[15 10],,[14  9],[15  9]
202,[13 11],[15 10],[17  9],[21 13],[14 11],[17  8],[13 14],[16  9],[14 11],[15  8],[16  9],[15 12],[14 10],[15  8],[15  8],[21 15],[13 20],[16  8],,[14 10],[14 11],[16 10],[13  9],[17 14],[13 10],[14  9],[14  9],[14  9],,[14 10],[18 13],[16 11],[16 11],[14  8],[14  7],[14  9],[15 10],[13  8],[14  7],[19 14],[17  8],[16 21],[16  9],[14 10],[14  9],[14  9],[17 16],[16  9],[18 17],[14 10],[18 15],[13  9],[14 10],[15  8],[18 11],[16 10],[16 10],[16  9],[14 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[14  8],[16 10],[16 12],,[15 12],[16 10],,[13 10],[15  9]
203,[13 12],[14 10],[17  9],[20 13],[14 11],[17  8],[13 14],[16  9],[14 11],[16  8],[16  9],[15 13],[14 10],[14  8],[15  8],[21 16],[12 21],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 15],[13 11],[13  9],[13 11],[14  9],,[14 10],[14 12],[15 10],[16 12],[13  8],[15  8],[14  9],[15 11],[13  8],[14  7],[19 15],[16  8],[16 21],[16  9],[14 10],[13  9],[13  9],[17 16],[16 10],[18 18],[13 10],[18 15],[14  9],[14 10],[14  8],[13  8],[16 10],[17 11],[16 10],[14 11],[13 10],[16 11],[15 13],,[16 13],[13  9],[14  9],[15 10],[16 12],,[15 12],[16 10],,[13  9],[15  9]
204,[14 12],[14 10],[17  9],[20 13],[14 11],[17  9],[12 15],[16  8],[15 11],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[12 20],[15  9],,[14 10],[14 11],[16 10],[13  9],[18 15],[13 11],[13  9],[13 10],[14  9],,[14 10],[14 12],[15 10],[16 11],[13  8],[15  8],[14  9],[15 11],[14  8],[14  7],[17 12],[17  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 16],[17 10],[18 17],[14 10],[18 15],[13  9],[14 10],[14  8],[13  8],[15 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13 10],[14  9],[15 10],[16 12],,[16 13],[16 10],,[14  9],[15  9]
205,[14 12],[14 11],[17  9],[21 14],[14 11],[17  8],[13 14],[16  8],[14 11],[16  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[14  9],[18 15],[14 11],[13  9],[13 11],[14  9],,[14 10],[12 13],[14 10],[16 11],[14  8],[15  8],[14  9],[16 12],[14  8],[14  7],[18 14],[17  8],[16 21],[16  9],[14 10],[14  9],[14 10],[17 16],[16 10],[19 17],[14 10],[18 15],[14  9],[14 10],[14  8],[13  7],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[14  9],[14  8],[15 10],[16 12],,[15 13],[16 10],,[13  9],[16  9]
206,[14 11],[14 10],[17  9],[21 14],[14 11],[17  8],[13 14],[16  9],[14 11],[16  8],[16  9],[15 13],[14 10],[14  8],[16  8],[21 15],[13 20],[16  8],,[14 10],[14 11],[16 10],[13  9],[17 14],[13 11],[13  9],[14 10],[14  9],,[14 10],[14 12],[15 10],[16 12],[14  8],[15  8],[14  9],[16 12],[14  8],[14  8],[19 14],[17  8],[16 21],[16  9],[14 10],[14  9],[14 10],[17 16],[16 10],[18 17],[14 10],[18 14],[14  9],[14 10],[14  8],[13  8],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[14  9],[15 10],[16 12],,[16 13],[16 10],,[18 23],[15  9]
207,[14 12],[14 10],[17  9],[21 13],[14 11],[17  9],[13 14],[16  8],[14 10],[15  8],[16  8],[15 12],[14 10],[15  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 10],[16 10],[13  9],[17 14],[13 10],[13  9],[14 11],[14  9],,[14 10],[13 12],[14 10],[16 11],[13  8],[18  9],[14  9],[15 11],[13  8],[13  7],[18 13],[16  8],[16 20],[16  9],[14 10],[14  9],[13  9],[17 16],[16  9],[18 17],[13 10],[18 16],[13  8],[14 10],[14  8],[19 13],[15 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[15 13],[16 10],,,[15  9]
208,[13 12],[14 10],[17  9],[20 13],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 12],[15 10],[14  8],[15  8],[21 15],[13 21],[16  9],,[14 10],[14 11],[16 10],[13  9],[18 16],[13 11],[13  9],[14 10],[14  9],,[14 10],[14 12],[15 10],[16 11],[14  8],[15  8],[14  9],[15 11],[14  8],[14  8],[19 14],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[18 18],[14 10],[18 15],[14  9],[14 10],[14  8],[19 13],[16 11],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[14  9],[15 10],[16 12],,[16 13],[16 10],,,[15  9]
209,[14 12],[14 10],[17 10],[21 14],[14 11],[17  9],[13 14],[16  9],[14 11],[16  8],[16  9],[15 13],[14 10],[14  8],[15  8],[21 15],[13 21],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 15],[13 11],[13  9],[13 10],[16 10],,[14 10],[18 14],[14 10],[16 12],[13  8],[14  8],[14  9],[15 11],[14  8],[14  8],[19 15],[17  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[18 18],[14 10],[18 15],[14  9],[14 10],[14  8],[17 11],[15 10],[17 11],[16 10],[14 10],[14 10],[16 11],[15 13],,[16 12],[13  9],[15  9],[15 10],[16 12],,[15 12],[16 10],,,[15  9]
210,[14 12],[14 10],[17  9],[20 13],[14 11],[17  9],[13 14],[16  8],[15 11],[15  8],[16  9],[15 13],[15 10],[14  8],[15  8],[21 15],[13 21],[16  9],,[14 10],[15 11],[16 10],[14  9],[17 15],[14 11],[13  9],[13 11],[14  9],,[14 10],[14 12],[15 11],[16 11],[14  8],[15  8],[14  9],[16 11],[14  8],[14  7],[18 14],[16  8],[16 21],[16  9],[14 10],[14  9],[14 10],[17 17],[16 10],[18 17],[14 10],[18 15],[13  9],[14 10],[14  9],[19 13],[16 10],[17 11],[16 10],[14 10],[13 10],[16 12],[15 13],,[16 12],[13  9],[15  9],[16 10],[16 12],,[16 12],[16 10],,,[16  9]
211,[14 12],[14 10],[17  9],[20 14],[14 11],[17  8],[12 15],[16  9],[14 11],[15  8],[17  9],[15 13],[14 10],[14  8],[15  8],[21 15],[12 21],[16  9],,[14 10],[14 10],[16 10],[14  9],[17 15],[13 11],[13  9],[14 10],[14  9],,[14 10],[13 12],[15 10],[16 12],[14  8],[19 10],[14  9],[15 11],[14  8],[13  7],[19 15],[17  8],[16 21],[16  9],[14 10],[13  9],[14 10],[16 16],[16 10],[18 17],[14 10],[18 14],[14  9],[14 10],[14  8],[19 12],[16 10],[16 11],[16 10],[14 10],[13 10],[16 12],[15 13],,[16 12],[13 10],[14  9],[15 10],[16 12],,[15 13],[15 10],,,[15  9]
212,[14 11],[14 10],[17  9],[20 13],[14 11],[17  9],[13 14],[16  8],[15 10],[16  8],[17  8],[15 12],[14 10],[14  8],[15  8],[21 15],[12 21],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 15],[14 11],[13  9],[13 10],[14  9],,[14 10],[18 13],[15 10],[16 11],[14  8],[14  7],[14  9],[15 10],[14  8],[14  7],[19 14],[16  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 16],[16  9],[18 17],[14 10],[18 16],[13  9],[14 10],[14  8],[13  7],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[15  9],[15 10],[16 12],,[15 12],[16 10],,,[15  9]
213,[13 12],[14 10],[17  9],[20 13],[14 11],[17  8],[13 14],[16  8],[15 11],[15  8],[17  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 10],[16 10],[13  9],[17 14],[13 11],[13  8],[14 11],[14  9],,[14 10],[14 12],[14 10],[16 11],[13  8],[14  7],[14  9],[15 11],[14  8],[14  7],[18 13],[17  8],[16 20],[16  9],[14 10],[14  9],[13  9],[17 16],[16 10],[18 17],[14 10],[18 15],[14  9],[14 10],[14  8],[19 13],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[15 12],[15 10],,,[15  9]
214,[14 12],[14 10],[17  9],[21 14],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[12 21],[16  9],,[14 10],[14 11],[16 10],[13  9],[18 16],[13 11],[13  9],[13 10],[14  9],,[14 10],[14 12],[15 10],[16 12],[14  8],[15  8],[14  9],[15 11],[13  8],[14  7],[19 13],[17  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 16],[16 10],[18 17],[14  9],[18 15],[13  9],[14 10],[14  8],[19 12],[16 10],[17 11],[16 10],[14 10],[13 10],[16 10],[15 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[16 12],[15 10],,,[15  9]
215,[14 11],[14 10],[17  8],[21 14],[14 11],[17  8],[13 14],[16  8],[14 10],[15  8],[17  9],[15 12],[15 10],[15  8],[15  8],[21 15],[13 20],[16  8],,[14  9],[14 10],[16 10],[13  9],[17 14],[13 11],[13  8],[14  9],[14  9],,[14 10],[13 12],[15 10],[16 11],[14  8],[14  7],[15  9],[16 11],[14  8],[14  7],[19 13],[16  8],[16 21],[16  9],[14 10],[14  9],[14  9],[17 16],[16  9],[18 16],[14  9],[17 13],[14  8],[14 10],[14  8],[13  7],[16  9],[16 10],[16  9],[13 10],[13  9],[16 10],[16 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[16 12],[16 10],,,[15  9]
216,[13 11],[14 10],[17  9],[21 13],[14 11],[17  8],[13 14],[16  8],[15 11],[16  8],[17  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[13  9],[18 13],[14 11],[13  9],[13 10],[14  9],,[14 10],[14 12],[15 10],[16 11],[13  8],[18  9],[14  9],[16 11],[14  8],[14  7],[19 13],[16  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 16],[16  9],[18 17],[14 10],[18 15],[13  8],[14 10],[15  8],[14  8],[15 10],[17 11],[16 10],[14 10],[13  9],[16 10],[15 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[15 12],[16 10],,,[15  9]
217,[13 11],[14 10],[17  9],[20 13],[14 11],[17  8],[13 14],[16  8],[15 11],[15  8],[17  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 19],[15  9],,[14  9],[14 10],[16 10],[13  9],[17 15],[14 11],[13  9],[14 10],[14  9],,[14 10],[13 12],[15 10],[16 11],[14  8],[18  9],[14  9],[15 11],[14  8],[14  7],[18 13],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[17 10],[18 17],[14 10],[18 16],[13  8],[13 10],[15  8],[18 12],[15 10],[17 11],[16 10],[14 10],[13  9],[16 10],[15 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[16 12],[16 10],,,[15  9]
218,[13 12],[14 11],[17  9],[20 13],[14 11],[17  9],[12 15],[16  9],[15 11],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[13 10],[17 16],[13 11],[13  9],[14 10],[14  9],,[14 10],[14 12],[15 11],[16 11],[14  8],[19 10],[14  9],[15 11],[14  8],[14  8],[19 14],[16  8],[16 21],[18 10],[14 10],[14  9],[14 10],[17 16],[16 10],[18 17],[14 10],[18 16],[13  9],[14 10],[15  9],[14  8],[16 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13  9],[14  9],[15 10],[16 12],,[15 13],[16 11],,,[15  9]
219,[14 11],[14 10],[17  9],[21 14],[14 11],[17  8],[13 14],[16  8],[15 11],[16  8],[16  9],[15 12],[14 10],[14  8],[16  8],[21 15],[13 20],[16  9],,[14  9],[14 11],[16 10],[13  9],[17 15],[14 11],[13  9],[13 11],[14  9],,[14 10],[13 12],[15 10],[16 11],[14  8],[15  8],[14  9],[15 10],[14  8],[14  7],[18 12],[16  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[19 17],[14 10],[18 14],[13  9],[14 10],[14  9],[13  7],[16 10],[17 11],[16 10],[14 10],[13 10],[16 10],[16 13],,[16 12],[13  9],[15  9],[15 10],[16 12],,[16 12],[16 10],,,[15  9]
220,[14 12],[14 10],[17  9],[20 13],[14 11],[17  9],[13 13],[16  8],[15 10],[15  8],[16  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 21],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 18],[13 11],[13  9],[13 10],[14  9],,[14 10],[14 12],[14 10],[16 11],[14  8],[15  8],[14  9],[15 10],[14  8],[14  7],[19 13],[16  8],[16 21],[16  9],[14 10],[13  9],[13  9],[17 16],[16  9],[18 17],[14 10],[18 16],[13  8],[14 10],[14  8],[13  7],[16  9],[16 10],[16 10],[14 10],[13  9],[16 10],[16 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[15 12],[15 10],,,[15  9]
221,[14 11],[14 10],[17  9],[21 14],[14 11],[17  9],[13 14],[16  8],[14 10],[15  8],[17  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[14  9],[17 19],[14 11],[14  9],[13 10],[14  9],,[14 10],[14 12],[15 10],[16 11],[13  8],[14  7],[14  9],[16 11],[14  8],[14  7],[19 13],[17  8],[16 21],[16  9],[15 10],[14  9],[14 10],[17 16],[16  9],[18 17],[14 10],[18 15],[13  9],[14 10],[15  9],[19 13],[16 10],[17 11],[16 10],[14 10],[13 10],[16 10],[15 13],,[16 12],[13  9],[14  9],[15 10],[16 12],,[15 13],[16 10],,,[15  9]
222,[13 11],[14 10],[16 10],[20 13],[14 11],[17  9],[12 15],[16  8],[14 11],[15  8],[17  8],[15 12],[14 10],[14  8],[15  8],[21 15],[12 21],[16  9],,[14 10],[14 10],[16 10],[13  9],[16 18],[13 11],[13  9],[14  9],[14  9],,[14 10],[17 13],[14 10],[16 11],[14  8],[14  7],[14  9],[16 11],[14  8],[14  7],[18 12],[16  8],[16 21],[16  9],[14 10],[13  9],[14  9],[17 16],[16 10],[18 17],[14 10],[17 14],[13  9],[14 10],[14  8],[13  7],[15 10],[17 11],[16 10],[14 10],[13  9],[16 10],[15 13],,[16 12],[14 10],[14  9],[15 10],[16 12],,[15 12],[16 10],,,[15  9]
223,[14 11],[14 10],[16 10],[20 13],[14 11],[17  8],[12 15],[16  8],[14 10],[15  8],[17  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 10],[16 10],[13  9],[16 18],[13 10],[13  9],[13 10],[14  9],,[14 10],[14 12],[15 10],[16 11],[14  8],[15  8],[14  9],[15 10],[14  8],[13  7],[19 13],[16  8],[16 21],[16  9],[14 10],[13  9],[13  9],[17 16],[16 10],[18 17],[14 10],[18 16],[13  8],[14 10],[14  9],[13  7],[16  9],[17 11],[16 10],[14 10],[13  9],[16 10],[15 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[16 12],[16 10],,,[16  9]
224,[14 12],[14 10],[15 11],[20 13],[14 11],[17  8],[12 15],[17  9],[15 11],[16  8],[16  9],[15 13],[14 10],[14  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 11],[16 10],[13 10],[16 18],[14 11],[13  9],[13 10],[14  9],,[14 10],[14 12],[14 10],[16 11],[14  8],[19 10],[14  9],[15 10],[14  8],[13  7],[19 13],[17  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[18 17],[14 10],[18 16],[13  9],[14 10],[15  9],[13  7],[15 10],[17 11],[16 10],[14 10],[13 10],[16 11],[15 13],,[16 12],[13 10],[14  8],[16 10],[16 12],,[15 12],[15 10],,,[15  9]
225,[13 11],[14 10],[14 11],[20 13],[14 11],[17  8],[13 14],[16  8],[14 11],[15  8],[16  8],[15 12],[15 10],[15  8],[15  8],[21 15],[13 20],[16  9],,[14 10],[14 10],[16 10],[13  9],[17 19],[13 10],[13  9],[13 10],[14  9],,[14 10],[17 13],[15 10],[16 11],[14  8],[14  7],[14  9],[15 11],[13  8],[14  7],[19 13],[17  8],[16 21],[16  9],[14 10],[14  9],[14  9],[17 16],[16 10],[18 16],[14 10],[17 14],[13  8],[14 10],[14  8],[13  7],[16 10],[17 11],[16 10],[14 10],[13 10],[16 10],[16 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[16 12],[16 10],,,[15  9]
226,[14 12],[14 10],[15 11],[20 13],[14 11],[17  8],[13 14],[16  8],[14 11],[16  8],[16  9],[16 12],[14 10],[14  8],[15  8],[21 15],[13 21],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 18],[14 11],[13  9],[14  9],[14  9],,[14 10],[14 12],[15 10],[16 11],[14  8],[20 10],[14  9],[15 11],[14  8],[14  7],[18 13],[17  8],[16 21],[16  9],[14 10],[13  9],[13  9],[17 16],[17 10],[18 17],[14 10],[17 13],[14  9],[14 10],[14  9],[13  7],[16 10],[17 11],[17 10],[14 10],[13  9],[16 10],[15 13],,[16 12],[13  9],[14  8],[15 10],[16 12],,[15 12],[15 10],,,[16  9]
227,[14 12],[14 10],[15 11],[21 14],[14 11],[17  9],[12 15],[16  8],[15 11],[16  8],[17  9],[15 12],[14 10],[14  8],[15  8],[21 15],[13 20],[16  8],,[14 10],[14 10],[16 10],[13  9],[17 19],[14 11],[13  9],[14 11],[14  9],,[14 10],[14 12],[15 10],[16 11],[14  8],[18  9],[15  9],[16 11],[14  8],[14  8],[19 13],[17  8],[16 21],[16  9],[14 10],[14  9],[14  9],[17 16],[17 10],[18 17],[14 10],[18 14],[14  9],[14 10],[14  9],[18 12],[16 10],[17 11],[16 10],[14 10],[13 10],[16 10],[15 13],,[16 12],[14  9],[15  9],[16 10],[16 12],,[15 12],[16 10],,,[15  9]
228,[14 12],[14 11],[15 11],[21 13],[14 11],[17  9],[13 15],[16  8],[14 11],[15  8],[16  9],[15 12],[15 11],[14  8],[15  8],[21 14],[13 20],[16  9],,[14 10],[14 11],[16 10],[14  9],[17 19],[13 11],[14  9],[13 10],[14  9],,[14 10],[14 12],[14 10],[16 11],[14  8],[19 10],[14  9],[15 10],[15  9],[14  8],[19 13],[17  8],[16 21],[16  9],[14 10],[14  9],[14 10],[17 16],[17  9],[19 17],[14 10],[15 11],[14  9],[14 10],[14  9],[19 13],[16 11],[17 11],[16 10],[14 10],[13 10],[16 10],[15 13],,[16 12],[13 10],[15  9],[16 10],[16 12],,[16 13],[16 10],,,[16  9]
229,[14 12],[14 10],[15 11],[21 14],[14 11],[17  9],[13 14],[16  8],[14 11],[15  8],[17  9],[15 13],[15 10],[14  8],[15  8],[21 15],[12 21],[16  9],,[14 10],[14 11],[16 10],[13  9],[17 19],[13 11],[13  9],[14 10],[14  9],,[14 10],[17 13],[15 10],[16 12],[14  8],[15  8],[14  9],[16 11],[13  8],[14  7],[18 13],[17  8],[16 21],[16  9],[14 10],[13  9],[14 10],[17 16],[16 10],[18 17],[14 10],[18 16],[14  9],[14 10],[15  9],[13  8],[16 10],[17 11],[16 10],[14 10],[13 10],[16 10],[15 13],,[16 12],[13 10],[14  8],[15 10],[16 12],,[16 13],[16 11],,,[16  9]
